,zen_rec,log10_sb,beta,stationnumber,angle_B,primary
80,0.8427779508183516,3.8018844603995996,-1.985647924044567,22,0.11049151895287193,unconvphoton
81,0.8422281422815335,3.901006455492589,-1.9857408593179986,23,0.1150085884533531,unconvphoton
82,0.8438576932417331,3.8555606222896617,-1.9872771410262209,22,0.10801549401728369,unconvphoton
83,0.8400877393440468,3.895839611270071,-1.987941515953107,22,0.10311957493332234,unconvphoton
84,0.8422647349038359,3.8450352535672248,-1.9863525208120267,21,0.11177409754697136,unconvphoton
85,0.8255320201940518,2.9423348363862925,-1.9230636922161581,10,0.11679715350529248,unconvphoton
86,0.8249773852137982,2.960980558824588,-1.9537498122760046,9,0.12016606302505865,unconvphoton
87,0.8353941035225583,2.9613681102690195,-1.8916280977210258,10,0.10399140667538692,unconvphoton
88,0.8380962410008798,2.9914361743585083,-1.9175257092644544,10,0.10415964128892716,unconvphoton
89,0.8277632894382478,3.049651487263214,-1.9266038919300872,9,0.09774402127972362,unconvphoton
90,0.7830111534822152,2.858769480050332,-2.041099388437485,7,0.12826743203417154,unconvphoton
91,0.8206029821178487,3.5351407932218275,-2.0019203837142587,16,0.5552071561594079,unconvphoton
92,0.8123085147460566,3.504620332245105,-2.038215614144611,15,0.5539255089003264,unconvphoton
93,0.8121331776226908,3.544496256463209,-2.042791469570118,17,0.5593094434282644,unconvphoton
94,0.8089143389755327,3.5387658038837406,-2.0322753339256554,16,0.5523681528828067,unconvphoton
95,0.8147849504645571,3.5014577805024043,-2.0148554136240273,15,0.5553008087969952,unconvphoton
96,0.7524918242106743,2.7447728079599147,-2.105875360498974,9,0.9647483047160513,unconvphoton
97,0.9045497279102898,3.2917621993848347,-1.6101549237548924,18,0.8971915267196874,unconvphoton
98,0.9055589889598323,3.387770469804714,-1.6042865889691416,22,0.8958972374574128,unconvphoton
99,0.9029565490439174,3.344190619225189,-1.614577447945904,21,0.8990547931263375,unconvphoton
100,0.9030268726222299,3.477412891217767,-1.622153039539155,24,0.8985784387890255,unconvphoton
101,0.9038203714720758,3.3101220620151373,-1.5995455568041863,19,0.8975592608423789,unconvphoton
102,0.6904870731908268,3.7640485791007174,-2.2957891148512424,16,0.22013806569262714,unconvphoton
103,0.6810722125604393,3.7994893918427604,-2.283785657985161,15,0.22594096040582184,unconvphoton
104,0.6814715559706482,3.7803539385633047,-2.279997062181806,16,0.22867487722277074,unconvphoton
105,0.6798372889242387,3.7298057966601466,-2.2787476457637963,14,0.22861867441386008,unconvphoton
106,0.8371835911631752,3.36139778329419,-1.9426522630031322,15,0.8476974576163512,unconvphoton
107,0.834061906369078,3.3573048306644497,-1.9346981660392057,15,0.8428838559129126,unconvphoton
108,0.839007745017661,3.191654802050079,-1.935753137377436,12,0.848225694080741,unconvphoton
109,0.8386872238876818,3.403054959784958,-1.928614222031382,16,0.8490621701208922,unconvphoton
110,0.8356273652788635,3.377495546416319,-1.9244195845999188,15,0.8454436671173093,unconvphoton
111,0.6750465463014083,3.079356274623427,-2.2251656568904297,8,0.40040217235320585,unconvphoton
112,0.7387343682379482,2.9362614854944735,-2.1230637483818144,8,0.19249541375221596,unconvphoton
113,0.7091029456191841,3.280255586967187,-2.1833391986520683,11,0.9812377731910906,unconvphoton
114,0.7056408133605907,3.311835598611186,-2.193500606822856,11,0.9790096264411203,unconvphoton
115,0.7058838202082413,3.249211997564392,-2.1997883022051057,11,0.9800810289469836,unconvphoton
116,0.7134022221559111,3.3140394757674283,-2.184396374651989,12,0.9802469224955969,unconvphoton
